x1
649.32 
646.07 
643.49 
643.94 
644.01 
641.69 
641.12 
640.09 
639.26 
637.24 
631.88 
632.67 
631.99 
633.27 
630.45 
629.68 
630.19 
628.49 
630.72 
628.29 
632.21 
629.65 
632.50 
633.26 
634.37 
634.82 
633.28 
631.14 
633.08 
633.97 
634.28 
634.31 
633.86 
634.28 
634.16 
633.33 
632.18 
631.57 
631.41 
633.40 
632.79 
632.46 
633.96 
632.23 
633.09 
631.93 
628.16 
626.74 
630.46 
628.81 
627.91 
628.80 
629.26 
631.14 
630.35 
629.11 
627.49 
628.98 
627.49 
627.71 
628.17 
627.22 
628.97 
630.34 
632.29 
630.66 
632.83 
633.93 
636.70 
637.32 
635.21 
635.84 
636.74 
637.33 
635.84 
637.68 
633.45 
634.86 
637.43 
636.79 
637.63 
638.52 
637.99 
637.73 
638.16 
638.67 
639.62 
640.21 
642.07 
641.44 
642.08 
641.57 
640.49 
638.92 
640.03 
640.64 
641.21 
639.92 
639.62 
643.06 
642.35 
645.86 
647.06 
648.04 
650.27 
651.80 
655.69 
659.60 
661.66 
661.57 
666.32 
665.95 
661.80 
663.36 
663.93 
662.59 
662.34 
667.26 
666.52 
667.58 
668.21 
670.17 
670.66 
676.71 
675.93 
678.91 
680.40 
676.62 
679.42 
681.31 
681.65 
682.93 
679.42 
683.22 
685.13 
684.31 
682.45 
683.16 
683.95 
688.01 
686.95 
688.43 
689.46 
688.94 
687.18 
683.60 
684.23 
686.75 
687.72 
685.08 
680.52 
681.49 
681.13 
682.46 
683.47 
681.83 
682.66 
682.17 
683.33 
686.28 
687.30 
687.04 
684.81 
684.07 
686.55 
685.54 
685.96 
684.97 
683.57 
684.40 
685.71 
686.42 
688.67 
689.57 
690.19 
692.17 
690.98 
689.08 
691.54 
691.19 
692.29 
693.69 
693.87 
692.36 
693.38 
693.57 
694.09 
695.01 
693.77 
696.59 
696.69 
697.58 
692.98 
689.76 
692.59 
693.74 
693.21 
693.43 
694.76 
696.26 
694.02 
693.92 
693.46 
692.45 
692.80 
694.49 
693.91 
693.06 
694.53 
694.08 
695.00 
695.39 
694.25 
695.89 
688.33 
685.38 
685.99 
688.09 
687.57 
690.77 
690.64 
687.79 
689.08 
690.04 
689.11 
689.29 
691.38 
688.92 
691.16 
689.19 
688.62 
689.91 
686.32 
687.55 
684.82 
687.33 
686.63 
686.93 
685.32 
684.06 
681.17 
679.09 
675.60 
676.82 
676.15 
675.56 
677.47 
677.74 
678.54 
680.80 
678.07 
678.92 
674.72 
674.88 
673.43 
670.25 
670.81 
674.56 
677.65 
677.40 
676.04 
677.42 
677.35 
675.86 
672.20 
672.02 
671.42 
669.52 
668.57 
668.72 
674.88 
669.57 
670.49 
669.98 
670.76 
670.81 
672.35 
672.08 
671.47 
671.14 
670.71 
672.31 
670.88 
671.32 
671.01 
669.46 
668.50 
671.82 
670.42 
671.41 
673.06 
673.35 
671.21 
671.02 
671.94 
671.14 
671.74 
671.42 
671.10 
670.88 
672.13 
671.12 
670.97 
671.10 
669.11 
670.43 
670.35 
671.01 
672.05 
672.89 
673.32 
672.81 
673.65 
673.44 
676.14 
677.70 
676.65 
679.12 
682.21 
687.64 
687.29 
686.49 
688.59 
689.88 
690.38 
690.24 
689.94 
689.93 
690.03 
690.60 
691.38 
689.90 
689.92 
688.96 
688.22 
689.03 
689.45 
693.33 
693.00 
691.52 
689.32 
692.29 
689.37 
692.56 
690.10 
689.96 
684.72 
687.31 
687.20 
688.97 
687.83 
686.34 
687.16 
685.18 
688.02 
687.05 
687.02 
686.97 
688.53 
688.64 
686.31 
687.03 
687.57 
687.10 
687.76 
687.70 
687.55 
688.22 
688.18 
688.23 
687.18 
687.26 
687.92 
688.86 
688.71 
689.83 
693.87 
694.08 
705.08 
702.65 
704.49 
701.36 
706.46 
706.35 
706.69 
701.65 
703.27 
704.29 
705.07 
706.06 
706.33 
709.20 
709.27 
715.84 
715.71 
716.65 
715.14 
715.68 
708.83 
718.12 
708.78 
708.52 
708.55 
712.39 
712.21 
711.75 
711.68 
706.97 
707.42 
708.82 
708.61 
707.30 
707.34 
711.38 
710.90 
712.31 
713.26 
707.29 
707.26 
714.45 
710.94 
709.99 
707.25 
706.45 
709.10 
707.89 
707.54 
708.20 
706.68 
707.60 
705.72 
707.49 
706.56 
706.70 
706.09 
704.38 
703.70 
702.76 
703.04 
699.55 
699.82 
697.65 
699.82 
700.33 
701.55 
702.18 
700.78 
701.26 
702.40 
703.08 
704.43 
702.65 
703.96 
702.99 
703.35 
702.90 
703.21 
702.94 
703.93 
706.12 
705.23 
704.48 
703.53 
703.89 
703.43 
703.24 
697.71 
700.38 
699.71 
697.29 
700.24 
700.64 
700.68 
701.28 
699.01 
699.89 
699.73 
698.28 
697.62 
